frame,lat,lon,alt
419,0.00049962,-0.00074533,2.000
423,0.00049962,-0.00074533,2.000
427,0.00049962,-0.00074533,2.000
431,0.00049962,-0.00074533,2.000
435,0.00049962,-0.00074533,2.000
439,0.00049962,-0.00074533,2.000
443,0.00049962,-0.00074533,2.000
447,0.00049962,-0.00074533,2.000
451,0.00049962,-0.00074533,2.000
455,0.00049962,-0.00074533,2.000
459,0.00049962,-0.00074533,2.000
463,0.00049962,-0.00074533,2.000
467,0.00049962,-0.00074533,2.000
471,0.00049962,-0.00074533,2.000
475,0.00049962,-0.00074533,2.000
479,0.00049962,-0.00074533,2.000
483,0.00049962,-0.00074533,2.000
487,0.00049962,-0.00074533,2.000
491,0.00050182,-0.00074048,2.000
495,0.00050182,-0.00074048,2.000
499,0.00050182,-0.00074048,2.000
503,0.00050182,-0.00074048,2.000
507,0.00050182,-0.00074048,2.000
511,0.00050182,-0.00074048,2.000
515,0.00050182,-0.00074048,2.000
519,0.00050182,-0.00074048,2.000
523,0.00050182,-0.00074048,2.000
527,0.00050279,-0.00073802,2.000
531,0.00050374,-0.00073557,2.000
535,0.00050469,-0.00073313,2.000
539,0.00050658,-0.00072829,2.000
543,0.00050836,-0.00072347,2.000
547,0.00050988,-0.00071861,2.000
551,0.00051138,-0.00071381,2.000
555,0.00051287,-0.00070906,2.000
559,0.00051425,-0.00070433,2.000
563,0.00051534,-0.00069958,2.000
567,0.00051643,-0.00069488,2.000
571,0.00051849,-0.00068561,2.000
575,0.00051992,-0.00067642,2.000
579,0.00052125,-0.00066742,2.000
583,0.00052200,-0.00065854,2.000
587,0.00052274,-0.00064985,2.000
591,0.00052284,-0.00064132,2.000
595,0.00052283,-0.00063297,2.000
599,0.00052282,-0.00062479,2.000
603,0.00052281,-0.00061679,2.000
607,0.00052281,-0.00060896,2.000
611,0.00052272,-0.00060020,2.000
615,0.00052260,-0.00058822,2.000
619,0.00052248,-0.00057624,2.000
623,0.00052236,-0.00056427,2.000
627,0.00052223,-0.00055229,2.000
631,0.00052211,-0.00054031,2.000
635,0.00052198,-0.00052834,2.000
639,0.00052186,-0.00051636,2.000
643,0.00052173,-0.00050438,2.000
647,0.00052161,-0.00049241,2.000
651,0.00052148,-0.00048043,2.000
655,0.00052136,-0.00046845,2.000
659,0.00052123,-0.00045647,2.000
663,0.00052111,-0.00044450,2.000
667,0.00052098,-0.00043252,2.000
671,0.00052086,-0.00042054,2.000
675,0.00052074,-0.00040857,2.000
679,0.00052061,-0.00039659,2.000
683,0.00052049,-0.00038461,2.000
687,0.00052036,-0.00037264,2.000
691,0.00052024,-0.00036066,2.000
695,0.00052011,-0.00034868,2.000
699,0.00051999,-0.00033670,2.000
703,0.00051986,-0.00032473,2.000
707,0.00051974,-0.00031275,2.000
711,0.00051961,-0.00030077,2.000
715,0.00051949,-0.00028880,2.000
719,0.00051936,-0.00027682,2.000
723,0.00051924,-0.00026484,2.000
727,0.00051911,-0.00025287,2.000
731,0.00051899,-0.00024089,2.000
735,0.00051886,-0.00022891,2.000
739,0.00051874,-0.00021693,2.000
743,0.00051861,-0.00020496,2.000
747,0.00051849,-0.00019298,2.000
751,0.00051837,-0.00018100,2.000
755,0.00051824,-0.00016903,2.000
759,0.00051812,-0.00015705,2.000
763,0.00051799,-0.00014507,2.000
767,0.00051787,-0.00013310,2.000
771,0.00051774,-0.00012112,2.000
775,0.00051762,-0.00010914,2.000
779,0.00051749,-0.00009717,2.000
783,0.00051737,-0.00008519,2.000
787,0.00051724,-0.00007321,2.000
791,0.00051711,-0.00006124,2.000
795,0.00051698,-0.00004926,2.000
799,0.00051685,-0.00003728,2.000
803,0.00051672,-0.00002531,2.000
807,0.00051654,-0.00001333,2.000
811,0.00051635,-0.00000135,2.000
815,0.00051616,0.00001062,2.000
819,0.00051597,0.00002260,2.000
823,0.00051588,0.00003458,2.000
827,0.00051579,0.00004655,2.000
831,0.00051569,0.00005853,2.000
835,0.00051565,0.00007051,2.000
839,0.00051565,0.00008249,2.000
843,0.00051565,0.00009446,2.000
847,0.00051565,0.00010644,2.000
851,0.00051566,0.00011842,2.000
855,0.00051566,0.00013040,2.000
859,0.00051566,0.00014237,2.000
863,0.00051567,0.00015435,2.000
867,0.00051567,0.00016633,2.000
871,0.00051568,0.00017831,2.000
875,0.00051568,0.00019028,2.000
879,0.00051569,0.00020226,2.000
883,0.00051569,0.00021424,2.000
887,0.00051570,0.00022622,2.000
891,0.00051570,0.00023819,2.000
895,0.00051571,0.00025017,2.000
899,0.00051571,0.00026215,2.000
